Time,Speed,RPM,Throttle,Accel_Lon,Accel_Lat,Fuel,label
156,201.31,4696,100,0.067,-0.3,20.8655,2
156.05,201.43,4699,100,0.068,-0.29,20.8649,2
156.1,201.55,4701,100,0.069,-0.26,20.8644,2
156.15,201.63,4702,100,0.069,-0.24,20.8639,2
156.2,201.76,4703,100,0.07,-0.21,20.8634,2
156.25,201.88,4705,100,0.07,-0.17,20.8628,2
156.3,202.01,4707,100,0.071,-0.13,20.8623,2
156.35,202.14,4710,100,0.071,-0.09,20.8617,2
156.4,202.27,4713,100,0.07,-0.05,20.8611,2
156.45,202.37,4715,100,0.07,-0.03,20.8607,2
156.5,202.51,4718,100,0.07,-0.01,20.8601,2
156.55,202.63,4721,100,0.07,0,20.8596,2
156.6,202.75,4724,100,0.07,0.02,20.859,2
156.65,202.88,4727,100,0.069,0.04,20.8584,2
156.7,202.99,4729,100,0.069,0.06,20.858,2
156.75,203.11,4733,100,0.068,0.09,20.8574,2
156.8,203.24,4736,100,0.067,0.13,20.8568,2
156.85,203.35,4739,100,0.067,0.15,20.8563,2
156.9,203.45,4741,100,0.066,0.17,20.8558,2
156.95,203.56,4744,100,0.066,0.19,20.8553,2
157,203.69,4747,100,0.065,0.21,20.8547,2
157.05,203.8,4749,100,0.065,0.22,20.8541,2
157.1,203.92,4752,100,0.065,0.23,20.8536,2
157.15,204.03,4755,100,0.064,0.24,20.853,2
157.2,204.14,4758,100,0.063,0.25,20.8524,2
157.25,204.24,4761,100,0.063,0.25,20.8519,2
157.3,204.36,4763,100,0.063,0.25,20.8513,2
157.35,204.44,4765,100,0.063,0.25,20.8509,2
157.4,204.55,4767,100,0.064,0.24,20.8503,2
157.45,204.66,4770,100,0.064,0.22,20.8497,2
157.5,204.78,4772,100,0.064,0.21,20.8492,2
157.55,204.89,4774,100,0.064,0.19,20.8486,2
157.6,205.01,4776,100,0.065,0.17,20.848,2
157.65,205.09,4778,100,0.065,0.16,20.8476,2
157.7,205.21,4780,100,0.065,0.14,20.847,2
157.75,205.32,4783,100,0.065,0.13,20.8465,2
157.8,205.44,4785,100,0.065,0.12,20.8459,2
157.85,205.56,4788,100,0.065,0.1,20.8453,2
157.9,205.67,4790,100,0.064,0.1,20.8448,2
157.95,205.78,4793,100,0.064,0.09,20.8442,2
158,205.9,4795,100,0.064,0.08,20.8437,2
158.05,206.01,4798,100,0.064,0.08,20.8431,2
158.1,206.11,4800,100,0.064,0.08,20.8427,2
158.15,206.22,4803,100,0.064,0.07,20.8421,2
158.2,206.33,4805,100,0.063,0.07,20.8415,2
158.25,206.44,4808,100,0.063,0.07,20.841,2
158.3,206.56,4810,100,0.063,0.07,20.8404,2
158.35,206.67,4813,100,0.063,0.08,20.8398,2
158.4,206.78,4815,100,0.063,0.08,20.8393,2
158.45,206.89,4818,100,0.062,0.08,20.8388,2
158.5,207,4821,100,0.062,0.09,20.8382,2
158.55,207.11,4823,100,0.062,0.1,20.8376,2
158.6,207.22,4826,100,0.061,0.11,20.8371,2
158.65,207.33,4828,100,0.061,0.12,20.8365,2
158.7,207.44,4831,100,0.061,0.13,20.8359,2
158.75,207.55,4833,100,0.061,0.14,20.8353,2
158.8,207.66,4836,100,0.06,0.14,20.8348,2
158.85,207.75,4838,100,0.06,0.15,20.8343,2
158.9,207.85,4840,100,0.06,0.15,20.8338,2
158.95,207.96,4843,100,0.06,0.16,20.8332,2
159,208.06,4845,100,0.06,0.16,20.8326,2
159.05,208.17,4848,100,0.059,0.16,20.832,2
159.1,208.28,4850,100,0.059,0.16,20.8314,2
159.15,208.37,4852,100,0.059,0.15,20.831,2
159.2,208.46,4854,100,0.059,0.14,20.8304,2
159.25,208.56,4856,100,0.06,0.12,20.8299,2
159.3,208.68,4858,100,0.06,0.08,20.8293,2
159.35,208.78,4861,100,0.059,0.04,20.8287,2
159.4,208.88,4863,100,0.059,0.01,20.8282,2
159.45,208.99,4865,100,0.059,-0.02,20.8276,2
159.5,209.09,4868,100,0.059,-0.05,20.8271,2
159.55,209.2,4870,100,0.058,-0.09,20.8265,2
159.6,209.3,4873,100,0.058,-0.12,20.8259,2
159.65,209.4,4875,100,0.057,-0.15,20.8254,2
159.7,209.5,4878,100,0.057,-0.18,20.8248,2
159.75,209.59,4881,100,0.056,-0.2,20.8243,2
159.8,209.68,4883,100,0.056,-0.21,20.8237,2
159.85,209.78,4886,100,0.055,-0.23,20.8232,2
159.9,209.87,4888,100,0.055,-0.23,20.8226,2
159.95,209.96,4890,100,0.054,-0.24,20.822,2
160,210.07,4893,100,0.054,-0.24,20.8214,2
160.05,210.16,4895,100,0.054,-0.24,20.8208,2
160.1,210.25,4897,100,0.054,-0.23,20.8203,2
160.15,210.34,4899,100,0.054,-0.23,20.8197,2
160.2,210.43,4900,100,0.054,-0.22,20.8192,2
160.25,210.51,4902,100,0.055,-0.2,20.8186,2
160.3,210.61,4904,100,0.055,-0.18,20.818,2
160.35,210.7,4905,100,0.056,-0.16,20.8175,2
160.4,210.79,4907,100,0.056,-0.13,20.817,2
160.45,210.89,4909,100,0.056,-0.11,20.8164,2
160.5,210.99,4911,100,0.056,-0.08,20.8159,2
160.55,211.1,4913,100,0.056,-0.05,20.8152,2
160.6,211.19,4915,100,0.055,-0.03,20.8146,2
160.65,211.29,4917,100,0.055,-0.01,20.8141,2
160.7,211.38,4919,100,0.055,0.01,20.8135,2
160.75,211.48,4922,100,0.055,0.02,20.813,2
160.8,211.57,4924,100,0.055,0.03,20.8124,2
160.85,211.69,4926,100,0.055,0.04,20.8118,2
160.9,211.78,4928,100,0.054,0.04,20.8112,2
160.95,211.87,4930,100,0.054,0.04,20.8107,2
161,211.97,4926,100,0.051,0.03,20.8101,2
161.05,212.05,4928,100,0.059,0.03,20.8096,2
161.1,212.13,4927,100,0.033,0.02,20.8091,2
161.15,212.22,4920,100,0.034,0,20.8084,2
161.2,212.28,4922,100,0.038,-0.01,20.8079,2
161.25,212.34,4928,100,0.022,-0.02,20.8074,2
161.3,212.41,4934,100,0.03,-0.02,20.8067,2
161.35,212.46,4940,100,0.042,-0,20.8062,2
161.4,212.53,4944,100,0.029,0.02,20.8056,2
161.45,212.59,4939,100,0.036,0.06,20.8051,2
161.5,212.66,4939,100,0.035,0.13,20.8044,2
161.55,212.69,4943,100,0.02,0.18,20.8039,2
161.6,212.74,4939,100,0.017,0.25,20.8033,2
161.65,212.76,4942,100,0.022,0.31,20.8028,2
161.7,212.78,4947,100,0.007,0.35,20.8022,2
161.75,212.8,4949,100,0.006,0.4,20.8016,2
161.8,212.81,4952,100,0.015,0.44,20.8011,2
161.85,212.81,4957,100,0.004,0.45,20.8005,2
161.9,212.81,4955,100,0.007,0.47,20.8,2
161.95,212.8,4956,100,0.01,0.5,20.7993,2
162,212.78,4959,100,0.002,0.5,20.7988,2
162.05,212.77,4957,100,0.001,0.5,20.7982,2
162.1,212.75,4956,100,0.006,0.5,20.7976,2
162.15,212.74,4958,100,0.004,0.48,20.797,2
162.2,212.73,4957,100,0.003,0.45,20.7965,2
162.25,212.72,4956,100,0.009,0.43,20.796,2
162.3,212.72,4957,100,0.006,0.39,20.7954,2
162.35,212.72,4955,100,0.007,0.35,20.7947,2
162.4,212.73,4954,100,0.012,0.31,20.7942,2
162.45,212.74,4954,100,0.012,0.27,20.7937,2
162.5,212.76,4953,100,0.012,0.23,20.793,2
162.55,212.78,4953,100,0.015,0.19,20.7925,2
162.6,212.8,4953,100,0.014,0.16,20.7919,2
162.65,212.82,4953,100,0.015,0.13,20.7914,2
162.7,212.85,4955,100,0.015,0.12,20.7908,2
162.75,212.88,4956,100,0.014,0.12,20.7903,2
162.8,212.9,4958,100,0.016,0.13,20.7896,2
162.85,212.93,4960,100,0.015,0.14,20.7891,2
162.9,212.95,4961,100,0.014,0.15,20.7885,2
162.95,212.98,4963,100,0.019,0.17,20.788,2
163,213,4957,100,0.011,0.22,20.7873,2
163.05,213.03,4949,100,0.013,0.27,20.7868,2
163.1,213.03,4947,100,0.01,0.31,20.7862,2
163.15,213.03,4944,100,-0.006,0.31,20.7857,2
163.2,213.03,4944,100,-0.007,0.28,20.7851,2
163.25,213.03,4949,100,-0.005,0.22,20.7845,2
163.3,213.02,4958,100,0.003,0.17,20.784,2
163.35,213.03,4967,100,0.005,0.12,20.7834,2
163.4,213.04,4970,100,0.009,0.08,20.7829,2
163.45,213.06,4971,100,0.013,0.04,20.7822,2
163.5,213.07,4975,100,0.017,0,20.7817,2
163.55,213.11,4969,100,0.015,-0.04,20.781,2
163.6,213.13,4961,100,0.015,-0.08,20.7805,2
163.65,213.15,4960,100,0.012,-0.11,20.7799,2
163.7,213.17,4955,100,0.008,-0.14,20.7794,2
163.75,213.19,4953,100,0.006,-0.15,20.7788,2
163.8,213.19,4953,100,0.005,-0.13,20.7782,2
163.85,213.2,4956,100,0.003,-0.11,20.7777,2
163.9,213.2,4960,100,0.006,-0.08,20.7771,2
163.95,213.22,4966,100,0.01,-0.05,20.7765,2
164,213.23,4969,100,0.009,-0.02,20.776,2
164.05,213.25,4969,100,0.01,0.01,20.7754,2
164.1,213.27,4971,100,0.016,0.03,20.7749,2
164.15,213.3,4974,100,0.015,0.06,20.7742,2
164.2,213.31,4975,100,0.01,0.07,20.7737,2
164.25,213.34,4974,100,0.014,0.06,20.7731,2
164.3,213.38,4975,100,0.023,0.05,20.7725,2
164.35,213.39,4980,100,0.022,0.04,20.7719,2
164.4,213.43,4983,100,0.012,0.02,20.7714,2
164.45,213.47,4983,100,0.013,0,20.7708,2
164.5,213.5,4984,100,0.033,-0.02,20.7702,2
164.55,213.54,4984,100,0.026,-0.04,20.7697,2
164.6,213.59,4978,100,0.024,-0.05,20.7691,2
164.65,213.63,4975,100,0.023,-0.08,20.7685,2
164.7,213.68,4972,100,0.027,-0.09,20.7679,2
164.75,213.72,4974,100,0.025,-0.11,20.7674,2
164.8,213.75,4976,100,0.019,-0.11,20.7668,2
164.85,213.8,4979,100,0.019,-0.12,20.7662,2
164.9,213.84,4982,100,0.03,-0.12,20.7656,2
164.95,213.88,4989,100,0.03,-0.11,20.7651,2
165,213.92,4994,100,0.024,-0.1,20.7645,2
165.05,213.98,4996,100,0.023,-0.1,20.7639,2
165.1,214.03,4995,100,0.042,-0.09,20.7633,2
165.15,214.09,5003,100,0.041,-0.09,20.7628,2
165.2,214.14,5007,100,0.029,-0.08,20.7622,2
165.25,214.21,5004,100,0.031,-0.08,20.7617,2
165.3,214.28,5005,100,0.052,-0.09,20.761,2
165.35,214.34,5015,100,0.052,-0.09,20.7605,2
165.4,214.41,5021,100,0.032,-0.09,20.7599,2
165.45,214.49,5016,100,0.039,-0.09,20.7594,2
165.5,214.59,5019,100,0.056,-0.09,20.7587,2
165.55,214.66,5034,100,0.067,-0.09,20.7581,2
165.6,214.74,5043,100,0.04,-0.09,20.7576,2
165.65,214.84,5036,100,0.047,-0.09,20.7571,2
165.7,214.96,5032,100,0.071,-0.1,20.7564,2
165.75,215.06,5036,100,0.081,-0.11,20.7558,2
165.8,215.17,5039,100,0.059,-0.11,20.7553,2
165.85,215.3,5033,100,0.057,-0.11,20.7546,2
165.9,215.42,5025,100,0.068,-0.12,20.7541,2
165.95,215.53,5027,100,0.078,-0.12,20.7535,2
166,215.63,5029,100,0.066,-0.12,20.753,2
166.05,215.75,5027,100,0.064,-0.12,20.7525,2
166.1,215.88,5027,100,0.069,-0.12,20.7518,2
166.15,216,5029,100,0.074,-0.12,20.7512,2
166.2,216.12,5032,100,0.07,-0.12,20.7506,2
166.25,216.25,5033,100,0.069,-0.12,20.75,2
166.3,216.38,5034,100,0.07,-0.12,20.7495,2
166.35,216.49,5036,100,0.069,-0.12,20.7489,2
166.4,216.61,5037,100,0.068,-0.12,20.7484,2
166.45,216.74,5038,100,0.067,-0.12,20.7477,2
166.5,216.83,5041,100,0.064,-0.12,20.7472,2
166.55,216.98,5046,100,0.067,-0.11,20.7465,2
166.6,217.09,5056,100,0.073,-0.1,20.746,2
166.65,217.2,5064,100,0.068,-0.09,20.7454,2
166.7,217.32,5067,100,0.069,-0.09,20.7449,2
166.75,217.44,5068,100,0.078,-0.09,20.7443,2
166.8,217.6,5070,100,0.079,-0.07,20.7436,2
166.85,217.72,5072,100,0.076,-0.06,20.7431,2
166.9,217.84,5072,100,0.074,-0.05,20.7425,2
166.95,217.98,5071,100,0.075,-0.04,20.7419,2
167,218.1,5073,100,0.076,-0.03,20.7414,2
167.05,218.25,5075,100,0.074,-0.01,20.7407,2
167.1,218.37,5076,100,0.072,-0,20.7402,2
167.15,218.5,5079,100,0.072,0,20.7396,2
167.2,218.64,5082,100,0.071,0.01,20.739,2
167.25,218.76,5084,100,0.07,0,20.7384,2
167.3,218.87,5086,100,0.071,-0.01,20.7379,2
167.35,218.99,5089,100,0.071,-0.02,20.7373,2
167.4,219.11,5092,100,0.067,-0.04,20.7367,2
167.45,219.25,5094,100,0.065,-0.06,20.7361,2
167.5,219.35,5101,100,0.069,-0.08,20.7355,2
167.55,219.47,5108,100,0.061,-0.1,20.735,2
167.6,219.61,5118,100,0.077,-0.12,20.7343,2
167.65,219.72,5129,100,0.077,-0.13,20.7337,2
167.7,219.85,5130,97.06,0.07,-0.15,20.7331,2
167.75,219.95,5078,42.08,0.014,-0.17,20.7327,2
167.8,219.62,4820,2.4,-0.455,-0.17,20.7326,2
167.85,216.73,4440,0,-0.912,-0.11,20.7326,2
167.9,216.73,4440,0,-0.912,-0.11,20.7326,2
167.95,215.09,4464,0,-1.017,-0.11,20.7326,2
168,213.26,4485,0,-1.113,-0.1,20.7326,2
168.05,211.11,4433,0,-1.151,-0.13,20.7326,2
168.1,208.97,4373,0,-1.112,-0.13,20.7326,2
168.15,207.25,4330,0,-1.066,-0.12,20.7326,2
168.2,205.16,4272,0,-1.003,-0.13,20.7326,2
168.25,203.43,4277,0,-1.03,-0.14,20.7326,2
168.3,201.75,4122,0,-1.068,-0.15,20.7326,2
168.35,199.56,4120,0,-1.122,-0.16,20.7326,2
168.4,197.63,4082,0,-1.194,-0.16,20.7326,2
168.45,195.25,4112,0,-1.166,-0.16,20.7326,2
168.5,193.47,4074,0,-1.204,-0.16,20.7326,2
168.55,191.5,3992,0,-1.173,-0.13,20.7326,2
168.6,189.63,4000,0,-1.126,-0.11,20.7326,2
168.65,187.17,3857,0,-1.212,-0.1,20.7326,2
168.7,185.49,3785,0,-1.18,-0.08,20.7326,2
168.75,183.47,3705,0,-1.193,-0.07,20.7326,2
168.8,181.22,3617,0,-1.232,-0.07,20.7326,2
168.85,179.15,3541,0,-1.142,-0.07,20.7326,2
168.9,176.81,3459,0,-1.283,-0.07,20.7326,2
168.95,174.8,3391,0,-1.216,-0.06,20.7326,2
169,172.44,3352,0,-1.222,-0.07,20.7326,2
169.05,170.4,3373,0,-1.255,-0.06,20.7326,2
169.1,168.15,3471,0,-1.12,-0.06,20.7326,2
169.15,166.41,3621,0,-1.102,-0.07,20.7326,2
169.2,164.67,3667,0,-0.981,-0.07,20.7326,2
169.25,162.76,3576,0,-0.924,-0.09,20.7326,2
169.3,161.38,3506,0,-0.643,-0.18,20.7326,2
169.35,160.76,3438,0,-0.252,-0.22,20.7326,2
169.4,160.5,3354,0,-0.083,-0.28,20.7326,2
169.45,160.37,3286,0,-0.071,-0.32,20.7326,2
169.5,160.25,3230,0,-0.072,-0.36,20.7326,2
169.55,160.06,3212,4.41,-0.091,-0.38,20.7326,2
169.6,159.89,3356,42.48,-0.114,-0.4,20.7325,2
169.65,159.68,3689,66.29,-0.141,-0.41,20.7325,2
169.7,159.34,4353,83.25,-0.179,-0.42,20.7322,2
169.75,158.99,5053,92.33,-0.211,-0.42,20.732,2
169.8,158.66,5622,97.85,-0.108,-0.43,20.7316,2
169.85,158.66,5727,100,0.05,-0.44,20.7312,2
169.9,158.75,5736,100,0.071,-0.44,20.7307,2
169.95,158.86,5740,100,0.08,-0.44,20.7302,2
170,159,5717,100,0.087,-0.43,20.7297,2
170.05,159.14,5725,100,0.093,-0.42,20.7292,2
170.1,159.28,5732,100,0.098,-0.41,20.7287,2
170.15,159.47,5738,100,0.105,-0.37,20.7281,2
170.2,159.62,5742,100,0.109,-0.33,20.7276,2
170.25,159.81,5746,100,0.113,-0.28,20.727,2
170.3,160.03,5753,100,0.117,-0.23,20.7264,2
170.35,160.22,5759,100,0.119,-0.2,20.7258,2
170.4,160.41,5766,100,0.12,-0.17,20.7252,2
170.45,160.61,5781,100,0.12,-0.14,20.7247,2
170.5,160.88,5788,100,0.126,-0.12,20.7239,2
170.55,161.06,5814,100,0.117,-0.1,20.7234,2
170.6,161.19,6081,100,-0.046,-0.11,20.7228,2
170.65,161.06,6530,100,-0.053,-0.13,20.7221,2
170.7,160.98,6456,100,-0.056,-0.18,20.7221,2
170.75,160.88,6450,100,-0.057,-0.2,20.7219,2
170.8,160.76,6496,100,-0.057,-0.27,20.7216,2
170.85,160.97,5046,100,0.392,-0.19,20.7216,2
170.9,161.56,4656,100,0.225,-0.33,20.7211,2
170.95,161.79,4584,100,0.1,-0.36,20.7207,2
171,161.95,4588,100,0.113,-0.39,20.7204,2
171.05,162.12,4589,100,0.102,-0.38,20.72,2
171.1,162.32,4602,100,0.126,-0.38,20.7195,2
171.15,162.5,4601,100,0.117,-0.35,20.7191,2
171.2,162.73,4612,100,0.139,-0.34,20.7186,2
171.25,162.94,4613,100,0.123,-0.32,20.7181,2
171.3,163.15,4625,100,0.14,-0.34,20.7177,2
171.35,163.36,4627,100,0.132,-0.33,20.7172,2
171.4,163.62,4644,100,0.14,-0.36,20.7167,2
171.45,163.88,4652,100,0.127,-0.36,20.7161,2
171.5,164.04,4664,100,0.141,-0.37,20.7157,2
171.55,164.31,4665,100,0.137,-0.39,20.7152,2
171.6,164.52,4680,100,0.142,-0.4,20.7147,2
171.65,164.74,4681,100,0.141,-0.41,20.7143,2
171.7,165.01,4696,100,0.143,-0.44,20.7136,2
171.75,165.22,4699,100,0.14,-0.46,20.7132,2
171.8,165.43,4714,100,0.138,-0.48,20.7127,2
171.85,165.69,4715,100,0.14,-0.52,20.7121,2
171.9,165.89,4730,100,0.137,-0.54,20.7116,2
171.95,166.1,4736,100,0.136,-0.55,20.7111,2
172,166.31,4751,100,0.134,-0.58,20.7105,2
172.05,166.51,4759,100,0.133,-0.59,20.71,2
172.1,166.68,4756,82.47,0.116,-0.6,20.7096,2
172.15,166.83,4707,59.58,0.069,-0.63,20.7091,2
172.2,166.88,4689,53.27,0.041,-0.64,20.7088,2
172.25,166.9,4686,58,0.038,-0.64,20.7086,2
172.3,166.94,4701,68.26,0.056,-0.65,20.7082,2
172.35,167,4720,78.13,0.076,-0.64,20.7078,2
172.4,167.11,4739,82.86,0.094,-0.64,20.7074,2
172.45,167.23,4747,87.6,0.104,-0.65,20.707,2
172.5,167.38,4769,96.67,0.12,-0.65,20.7065,2
172.55,167.58,4788,100,0.134,-0.63,20.7059,2
172.6,167.77,4797,100,0.141,-0.63,20.7054,2
172.65,167.97,4802,100,0.138,-0.62,20.7048,2
172.7,168.16,4808,100,0.142,-0.61,20.7043,2
172.75,168.41,4807,100,0.144,-0.6,20.7037,2
172.8,168.62,4806,100,0.148,-0.58,20.7031,2
172.85,168.84,4808,100,0.146,-0.54,20.7026,2
172.9,169.07,4808,100,0.152,-0.53,20.7021,2
172.95,169.34,4814,100,0.145,-0.5,20.7015,2
173,169.57,4816,100,0.151,-0.48,20.7009,2
173.05,169.81,4820,100,0.147,-0.46,20.7004,2
173.1,170.03,4822,100,0.15,-0.45,20.6999,2
173.15,170.31,4831,100,0.146,-0.43,20.6993,2
173.2,170.55,4833,100,0.149,-0.43,20.6987,2
173.25,170.78,4842,100,0.143,-0.42,20.6982,2
173.3,171.06,4846,100,0.147,-0.43,20.6976,2
173.35,171.28,4855,100,0.142,-0.43,20.6971,2
173.4,171.5,4857,100,0.144,-0.44,20.6966,2
173.45,171.84,4871,100,0.145,-0.45,20.6958,2
173.5,172,4871,100,0.14,-0.46,20.6954,2
173.55,172.19,4882,100,0.135,-0.47,20.6949,2
173.6,172.46,4885,100,0.137,-0.48,20.6942,2
173.65,172.66,4895,100,0.133,-0.49,20.6937,2
173.7,172.87,4896,100,0.133,-0.5,20.6932,2
173.75,173.12,4910,100,0.13,-0.51,20.6925,2
173.8,173.31,4909,100,0.127,-0.51,20.692,2
173.85,173.5,4921,100,0.127,-0.52,20.6915,2
173.9,173.75,4921,100,0.123,-0.51,20.6908,2
173.95,173.92,4931,100,0.126,-0.52,20.6903,2
174,174.11,4929,100,0.122,-0.52,20.6898,2
174.05,174.34,4939,100,0.134,-0.51,20.6891,2
174.1,174.54,4941,100,0.116,-0.49,20.6886,2
174.15,174.71,4949,100,0.129,-0.49,20.6881,2
174.2,174.94,4950,100,0.113,-0.47,20.6874,2
174.25,175.12,4955,100,0.132,-0.47,20.6869,2
174.3,175.3,4957,100,0.112,-0.45,20.6864,2
174.35,175.53,4962,100,0.132,-0.45,20.6857,2
174.4,175.7,4967,100,0.107,-0.42,20.6852,2
174.45,175.93,4969,100,0.129,-0.42,20.6846,2
174.5,176.09,4976,100,0.105,-0.4,20.6841,2
174.55,176.31,4977,100,0.124,-0.41,20.6835,2
174.6,176.47,4986,100,0.103,-0.38,20.6829,2
174.65,176.69,4984,100,0.122,-0.36,20.6823,2
174.7,176.86,4995,100,0.103,-0.32,20.6818,2
174.75,177.07,4992,100,0.119,-0.28,20.6812,2
174.8,177.24,5004,100,0.102,-0.26,20.6807,2
174.85,177.47,5001,100,0.109,-0.25,20.68,2
174.9,177.63,5014,100,0.102,-0.24,20.6795,2
174.95,177.81,5015,100,0.108,-0.24,20.6789,2
175,177.99,5007,72.21,0.074,-0.23,20.6783,2
175.05,178.03,4964,37.27,-0.015,-0.23,20.6781,2
175.1,177.91,4920,4.01,-0.103,-0.23,20.6779,2
175.15,177.69,4902,0,-0.139,-0.24,20.6779,2
175.2,177.44,4892,0,-0.147,-0.26,20.6779,2
175.25,177.09,4872,0,-0.182,-0.27,20.6779,2
175.3,176.73,4842,0,-0.246,-0.28,20.6779,2
175.35,176.25,4808,0,-0.312,-0.28,20.6779,2
175.4,175.65,4777,0,-0.368,-0.28,20.6779,2
175.45,175.01,4760,0,-0.374,-0.29,20.6779,2
175.5,174.37,4743,0,-0.374,-0.3,20.6779,2
175.55,173.56,4720,0,-0.372,-0.31,20.6779,2
175.6,173,4724,0,-0.319,-0.32,20.6779,2
175.65,172.48,4729,0,-0.257,-0.33,20.6779,2
175.7,172.05,4719,0,-0.244,-0.34,20.6779,2
175.75,171.63,4707,0,-0.242,-0.34,20.6779,2
175.8,171.2,4694,0,-0.241,-0.34,20.6779,2
175.85,170.75,4656,0,-0.304,-0.33,20.6779,2
175.9,170.04,4613,0,-0.378,-0.32,20.6779,2
175.95,169.38,4595,0,-0.389,-0.31,20.6779,2
176,168.7,4581,0,-0.391,-0.29,20.6779,2
176.05,168.03,4566,0,-0.39,-0.26,20.6779,2
176.1,167.37,4552,0,-0.388,-0.22,20.6779,2
176.15,166.56,4541,0,-0.36,-0.15,20.6779,2
176.2,165.96,4531,0,-0.344,-0.1,20.6779,2
176.25,165.41,4536,0,-0.274,-0.04,20.6779,2
176.3,164.97,4529,0,-0.25,0.01,20.6779,2
176.35,164.55,4517,0,-0.249,0.07,20.6779,2
176.4,164.12,4505,0,-0.248,0.11,20.6779,2
176.45,163.68,4492,0,-0.248,0.15,20.6779,2
176.5,163.18,4478,0,-0.248,0.18,20.6779,2
176.55,162.75,4467,0,-0.248,0.19,20.6779,2
176.6,162.34,4459,0,-0.235,0.21,20.6779,2
176.65,161.93,4463,0,-0.187,0.21,20.6779,2
176.7,161.63,4462,0,-0.155,0.21,20.6779,2
176.75,161.38,4456,0,-0.149,0.19,20.6779,2
176.8,161.11,4449,0,-0.148,0.15,20.6779,2
176.85,160.82,4438,0,-0.153,0.09,20.6779,2
176.9,160.55,4426,0,-0.172,0.03,20.6779,2
176.95,160.25,4416,0,-0.177,-0.04,20.6779,2
177,159.93,4407,0,-0.178,-0.11,20.6779,2
177.05,159.62,4398,0,-0.179,-0.17,20.6779,2
177.1,159.33,4392,0,-0.171,-0.23,20.6779,2
177.15,159.05,4390,0,-0.153,-0.29,20.6779,2
177.2,158.81,4387,0,-0.135,-0.33,20.6779,2
177.25,158.59,4313,0,-0.092,-0.36,20.6779,2
177.3,158.44,4219,0,-0.079,-0.39,20.6779,2
177.35,158.29,4126,4.81,-0.074,-0.41,20.6779,2
177.4,158.12,4119,33.27,-0.073,-0.44,20.6779,2
177.45,157.96,4236,51.29,-0.074,-0.46,20.6778,2
177.5,157.81,4462,66.29,-0.075,-0.47,20.6776,2
177.55,157.68,4696,73.39,-0.083,-0.47,20.6775,2
177.6,157.5,5032,73.39,-0.099,-0.48,20.6772,2
177.65,157.24,5523,73.39,-0.115,-0.47,20.6769,2
177.7,157.12,5675,73.39,-0.024,-0.47,20.6766,2
177.75,157.09,5732,73.39,0.011,-0.46,20.6762,2
177.8,157.12,5728,74.97,0.037,-0.46,20.6759,2
177.85,157.19,5696,76.55,0.054,-0.45,20.6755,2
177.9,157.26,5673,77.33,0.057,-0.44,20.6751,2
177.95,157.34,5663,77.33,0.057,-0.42,20.6747,2
178,157.43,5660,78.52,0.06,-0.41,20.6742,2
178.05,157.53,5641,81.28,0.066,-0.39,20.6738,2
178.1,157.64,5648,82.47,0.073,-0.37,20.6733,2
178.15,157.78,5656,84.83,0.08,-0.35,20.6728,2
178.2,157.93,5666,88.78,0.09,-0.32,20.6723,2
178.25,158.08,5678,93.12,0.103,-0.29,20.6717,2
178.3,158.26,5688,94.7,0.111,-0.26,20.6712,2
178.35,158.44,5697,95.09,0.115,-0.25,20.6706,2
178.4,158.65,5704,95.09,0.117,-0.24,20.67,2
178.45,158.87,5712,95.09,0.119,-0.21,20.6694,2
178.5,159.06,5707,82.86,0.109,-0.17,20.6689,2
178.55,159.19,5678,58.39,0.058,-0.15,20.6685,2
178.6,159.22,5635,24.45,-0.025,-0.15,20.6682,2
178.65,159.13,5587,2.8,-0.115,-0.16,20.6681,2
178.7,158.59,5442,0,-0.412,-0.16,20.6681,2
178.75,157.63,5268,0,-0.698,-0.15,20.6681,2
178.8,156.32,5177,0,-0.815,-0.16,20.6681,2
178.85,154.83,5191,0,-0.801,-0.19,20.6681,2
178.9,153.72,5286,0,-0.534,-0.24,20.6681,2
178.95,152.88,5270,0,-0.479,-0.27,20.6681,2
179,152.09,5235,0,-0.458,-0.28,20.6681,2
179.05,150.99,5118,0,-0.566,-0.29,20.6681,2
179.1,149.96,4989,0,-0.705,-0.29,20.6681,2
179.15,148.62,4908,0,-0.757,-0.28,20.6681,2
179.2,147.28,4843,0,-0.802,-0.28,20.6681,2
179.25,145.87,4782,0,-0.842,-0.27,20.6681,2
179.3,144.41,4749,0,-0.859,-0.27,20.6681,2
179.35,142.84,4723,0,-0.862,-0.28,20.6681,2
179.4,141.38,4688,0,-0.852,-0.29,20.6681,2
179.45,139.84,4636,0,-0.84,-0.31,20.6681,2
179.5,138.41,4575,0,-0.825,-0.32,20.6681,2
179.55,137,4510,0,-0.819,-0.33,20.6681,2
179.6,135.25,4429,0,-0.817,-0.34,20.6681,2
179.65,133.84,4367,0,-0.82,-0.34,20.6681,2
179.7,132.51,4313,0,-0.822,-0.35,20.6681,2
179.75,131.13,4401,0,-0.727,-0.38,20.6681,2
179.8,130.24,4553,0,-0.285,-0.42,20.6681,2
179.85,129.88,4576,0,-0.124,-0.42,20.6681,1
179.9,129.69,4575,0,-0.093,-0.39,20.6681,1
179.95,129.51,4570,0,-0.083,-0.33,20.6681,0
180,129.36,4563,0,-0.079,-0.24,20.6681,0
180.05,129.18,4554,0,-0.078,-0.11,20.6681,0
